id,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
55176,376.737117767334,666.9598617553711,392.44514656066895,706.3024520874023,388.968318939209,725.0735664367676,406.82080268859863,863.1453895568848,281.6883087158203,1365.2441482543945,276.9860782623291,868.9419937133789,257.82721042633057,726.9073419570923,253.27844715118408,702.2794103622437,385.9169387817383,474.58842945098877
54463,365.3902053833008,591.2965297698975,393.0317560831706,634.8760604858398,389.36475118001306,662.3916625976562,411.94041570027673,829.2675971984863,354.4161160786947,1384.0365409851074,279.01283899943036,815.7245635986328,238.58830134073895,664.7881031036377,229.99496459960938,635.7577800750732,341.6160265604655,352.3491859436035
19710,404.3540954589844,405.18296241760254,445.11606216430664,472.3128318786621,438.00350189208984,509.758358001709,453.95596504211426,665.7638740539551,316.21633529663086,1277.6247024536133,303.0036163330078,648.4150886535645,281.262903213501,461.5963840484619,282.7346420288086,361.4564609527588,415.91546058654785,132.7208948135376
19670,380.6571960449219,528.4831746419271,356.7543029785156,565.2370198567709,354.5751190185547,585.9405517578125,348.3848826090495,739.247538248698,503.2549540201823,1180.9088134765625,511.4092508951823,725.9920247395834,517.1319071451824,563.9829508463542,503.53907267252606,499.2076110839844,387.1948496500651,361.78253173828125
19663,442.8642272949219,405.5882008870443,412.3150889078776,450.33391316731775,415.7145690917969,484.3861389160156,417.34278361002606,661.7415364583334,548.4439086914062,1139.515380859375,542.0934041341146,655.9655253092449,567.6367696126302,457.0152282714844,560.7386271158855,381.60682678222656,481.7881774902344,176.7282231648763
19580,402.1519088745117,393.7573528289795,419.61304664611816,437.48823165893555,417.31224060058594,463.9295482635498,420.9837055206299,635.6375885009766,305.3243637084961,1236.3266372680664,278.27250480651855,625.8452796936035,274.9959182739258,434.98847007751465,290.5521297454834,356.85330390930176,402.8354072570801,171.52759552001953
19516,487.7960611979167,705.1429036458334,455.179443359375,775.63427734375,454.0044759114583,822.8095703125,444.9521484375,1140.2149251302083,678.80712890625,1991.5032552083333,694.7802734375,1129.2683919270833,707.7687174479166,780.2723795572916,685.2926432291666,648.495849609375,515.4325764973959,355.0167643229167
19514,268.7247848510742,284.19666290283203,244.42577362060547,312.9266357421875,250.14921188354492,335.81581115722656,254.310302734375,414.27425384521484,324.71927642822266,750.9413909912109,331.8312454223633,406.0041809082031,342.87811279296875,312.1588325500488,339.3612289428711,261.44947052001953,267.71034240722656,159.09379959106445
19513,268.81988525390625,284.168701171875,244.48333740234375,312.9222106933594,250.17375946044922,335.78346252441406,254.39085006713867,414.2557907104492,324.74857330322266,750.9910583496094,331.84539794921875,406.0392761230469,342.8771209716797,312.1893310546875,339.3926239013672,261.405029296875,267.7878189086914,159.05503273010254
19512,214.68971252441406,287.5243949890137,190.97101211547852,322.1404266357422,194.96261596679688,346.7906951904297,195.44248580932617,462.47249603271484,293.51659774780273,846.2422180175781,298.16246032714844,452.1957015991211,318.5797309875488,321.72733306884766,310.7326316833496,267.65893936157227,217.88894653320312,145.53611755371094
19457,518.4264755249023,497.4241638183594,541.3584899902344,552.7032089233398,538.8489532470703,586.8825912475586,550.5290985107422,811.6709899902344,401.99657440185547,1477.1371459960938,374.17964935302734,796.3488006591797,359.6946334838867,551.469612121582,381.75819396972656,449.54845428466797,482.7622604370117,228.0219841003418
19365,452.69161860148114,468.71112187703454,401.6329129536947,528.6327044169109,413.7462933858236,577.7335484822592,399.7909228006999,753.5316467285156,526.5592892964681,1279.5674641927085,545.0703303019206,746.5255737304688,556.5298716227214,553.6717096964519,576.2402852376302,423.8315264383952,485.4275385538737,186.6837501525879
19364,422.0865567525228,494.6573257446289,383.1902503967285,556.2709808349609,397.613525390625,605.0982793172201,403.2358487447103,754.9016316731771,547.1416473388672,1266.6316986083984,531.7400932312012,739.2959594726562,540.1311238606771,564.9880727132162,539.8146947224935,459.441884358724,444.95623906453454,241.4584477742513
19362,442.0407295227051,470.8949089050293,397.01999028523767,541.9771194458008,411.0405921936035,596.8465805053711,415.48566818237305,752.3892084757488,566.1747614542644,1285.186258951823,552.6219685872396,734.0653737386068,561.4728291829427,550.0937779744467,566.9063568115234,432.0356051127116,461.0177357991537,199.62053298950195
19321,380.651117960612,528.4895833333334,356.7379506429037,565.2563985188802,354.5708465576172,585.967763264974,348.40403238932294,739.209950764974,503.2787068684896,1180.9037272135417,511.4232889811198,725.9178161621094,517.1346537272136,563.9852905273438,503.5515340169271,499.224853515625,387.179438273112,361.78993225097656
19252,517.9787953694662,429.97420628865564,533.1414540608724,479.1610399881999,531.1936696370443,508.55601628621423,541.9719060262045,696.9207763671875,448.80221684773767,1286.6629282633464,396.4214642842611,688.9034271240234,392.8550402323405,484.80968475341797,408.85473887125653,402.6999155680339,492.12169647216797,156.73166910807294
19247,712.1475423177084,711.2166341145834,677.9434814453125,759.2251790364584,675.077392578125,795.514404296875,649.8138020833334,1014.007568359375,738.2450358072916,1656.89404296875,793.87841796875,998.597412109375,866.6195475260416,769.4711100260416,863.1671549479166,679.5963948567709,741.6407877604166,446.622802734375
19163,434.7582499186198,331.84054692586267,391.0463333129883,393.46211751302087,395.5265363057455,436.1585299173991,391.9199625651042,638.7909571329753,534.5638910929363,1252.4532318115234,579.1578928629558,633.5414250691732,599.7063954671224,406.067434946696,584.2785517374675,318.19035212198895,485.2341969807943,48.67204030354818
19140,307.3161061604818,363.6687723795573,288.99602254231775,401.8976084391276,290.47070821126306,425.03379821777344,284.7989400227865,559.1314697265625,387.1658833821615,1029.9786376953125,396.6037241617839,548.2549031575521,420.0804646809896,404.0586598714193,411.105219523112,335.00180562337243,334.1897328694662,145.14567057291669
19130,505.0675392150879,448.73600006103516,521.0410753885906,488.4474754333496,521.1913426717123,508.77405802408856,530.835755666097,694.01060740153,412.1938705444336,1232.5776418050132,395.13276418050134,685.6061299641927,379.11977767944336,487.43378321329754,394.4359143575033,418.99846394856775,498.8541603088379,243.60372225443524
19129,531.4768473307292,455.69225947062176,547.8518803914388,495.16146977742517,546.6039021809896,518.0047988891602,544.1193898518881,682.3810577392578,415.2536392211914,1196.1546579996746,415.3921127319336,676.1255900065105,410.92891693115234,493.94060770670575,427.142333984375,425.5950291951498,530.3485870361328,255.53434689839682
19128,558.2748413085938,465.7344500223796,577.458381652832,506.56592051188153,576.6668955485027,530.6412696838379,572.8642145792644,697.0762888590496,437.90496190389,1225.1496632893882,443.7633514404297,689.8551940917969,436.5281105041504,504.89463806152344,451.4702161153158,440.46065012613934,527.4230321248373,264.47612444559735
19127,381.60296122233075,359.0984344482422,372.8161112467448,400.16118367513025,372.4103037516276,424.37416076660156,358.52544148763025,607.272694905599,472.3599751790365,1088.625691731771,491.9115702311198,602.7657063802084,507.1662902832031,402.46849060058594,491.1964416503906,329.96917724609375,325.16868591308594,141.21167500813803
19116,363.16830952962243,381.2627665201823,330.9953053792318,425.6753794352214,331.6040802001953,454.6867370605469,327.8569030761719,625.1632690429688,486.10682169596356,1013.2674153645834,466.00977579752606,612.4195353190105,489.15069580078125,433.8732401529948,482.16557820638025,363.546142578125,410.0055694580078,175.1483917236328
19001,544.114367167155,531.6062609354656,561.4877065022787,569.3496704101562,562.40234375,590.3647740681967,559.5359802246094,747.9827880859375,443.1889533996582,1201.7501831054688,391.65452321370446,741.5119806925456,398.48210016886395,565.8467610677084,418.3634122212728,498.0647404988607,558.1871032714844,335.6476465861003
19000,539.0504201253256,492.703914642334,560.113016764323,532.4720064798992,562.053934733073,553.8125356038412,566.7060216267904,709.9765777587891,425.7099787394206,1158.9462280273438,400.7677714029948,692.1037673950195,400.57500203450525,532.4624379475912,417.40442911783856,470.09913126627606,516.3223266601562,291.8821334838867
18999,544.4614410400391,518.1696256001791,566.2910461425781,558.2454045613607,566.8479919433594,580.8445612589519,568.5656865437826,742.0619964599609,442.01494852701825,1200.575892130534,393.10681025187176,724.6485392252605,395.3322728474935,554.0196100870769,417.1319007873535,485.1344108581543,548.7905502319336,315.86729685465497
18927,375.95520973205566,586.9019508361816,397.81920433044434,623.9840698242188,399.3076229095459,642.6553916931152,416.71236991882324,781.7522048950195,303.7291431427002,1166.9849395751953,291.34843826293945,776.2906265258789,263.24907302856445,626.5521240234375,270.43381690979004,564.2039680480957,358.0634021759033,394.4431972503662
18926,413.89292399088544,349.0916442871094,386.0049692789714,396.35009765625,384.0448252360026,424.3149058024089,383.3426157633464,612.1598307291667,526.225077311198,1181.8466186523438,544.4378662109375,594.0763346354167,553.238525390625,402.14619954427087,546.1648050944011,325.0596110026042,456.72129313151044,121.07959747314453
18920,333.3827877044678,364.0140724182129,381.1746883392334,425.32307624816895,375.32249450683594,466.7691993713379,369.17850494384766,623.0281448364258,211.3595151901245,1225.349235534668,188.58115196228027,607.6147270202637,184.05076503753662,414.96545791625977,190.00041961669922,336.1919116973877,291.5526866912842,92.4092173576355
18919,333.3827877044678,364.0140724182129,381.1746883392334,425.32307624816895,375.32249450683594,466.7691993713379,369.17850494384766,623.0281448364258,211.3595151901245,1225.349235534668,188.58115196228027,607.6147270202637,184.05076503753662,414.96545791625977,190.00041961669922,336.1919116973877,291.5526866912842,92.4092173576355
18916,392.86279678344727,333.6617088317871,433.99497985839844,390.7303047180176,432.68720626831055,427.9452896118164,448.5109519958496,605.6533241271973,246.32286071777344,1218.6705780029297,271.0203552246094,592.2061157226562,244.50828552246094,385.67484855651855,250.53431510925293,297.028284072876,360.6643581390381,71.7009973526001
18787,466.80796941121423,523.6664136250814,440.4752731323242,567.1841939290365,443.04434458414715,594.6882883707683,437.3910268147787,744.4817225138347,530.3547859191895,1294.1443125406902,550.6432215372722,731.6733042399089,569.268544514974,572.9257583618164,568.5059229532878,498.5660870869955,465.10610580444336,314.972464243571
18786,449.6707598368327,568.561617533366,425.7156054178874,610.34361521403,427.51429875691736,636.0610961914062,424.3325551350912,775.553830464681,524.469788869222,1297.069803873698,530.7833035786947,762.9424413045248,549.0889231363933,612.7476374308269,546.483039855957,545.8894729614258,452.79890696207684,370.0633684794108
18785,480.3362528483073,500.98088582356775,453.851318359375,549.7684478759766,457.51339594523114,579.7245025634766,454.56460316975915,728.943951924642,562.8575642903646,1259.1924031575522,568.6365763346355,715.2180989583334,590.0568008422852,548.292350769043,585.270881652832,466.6525522867839,473.99946848551434,271.7084566752116
18712,392.97969818115234,445.38079261779785,409.5215320587158,481.4546012878418,407.77562141418457,501.2310218811035,408.4665870666504,640.4783821105957,300.0856018066406,1028.61328125,300.4841423034668,631.6431999206543,287.92181968688965,481.9083595275879,298.52471351623535,425.40478706359863,389.4529151916504,267.6372241973877
18711,573.4382629394531,423.97099812825525,610.3223164876302,477.1634419759115,602.939198811849,514.3219502766927,595.4934692382812,660.5116780598959,488.3899180094401,1168.0419921875,468.2561747233073,647.0362854003906,456.9828287760417,474.153798421224,461.81963602701825,390.809071858724,524.8006693522136,193.75883738199872
18708,87.42043375968933,74.62834060192108,94.88890528678894,85.0097930431366,93.51583957672119,93.0780279636383,89.50537383556366,129.7010600566864,67.42506980895996,250.04273414611816,60.297861099243164,124.03671741485596,64.02139484882355,87.3042619228363,65.02075910568237,69.04764533042908,78.60274136066437,28.08556616306305
18691,835.0961494445801,563.8234519958496,874.2043075561523,637.4221458435059,871.575382232666,687.0552978515625,853.3713340759277,941.2647743225098,618.0529975891113,1929.6196517944336,619.1974296569824,948.5911102294922,584.1608333587646,647.8217697143555,619.558198928833,516.2489719390869,796.6086730957031,158.10589170455933
18683,87.42043375968933,74.62834060192108,94.88890528678894,85.0097930431366,93.51583957672119,93.0780279636383,89.50537383556366,129.7010600566864,67.42506980895996,250.04273414611816,60.297861099243164,124.03671741485596,64.02139484882355,87.3042619228363,65.02075910568237,69.04764533042908,78.60274136066437,28.08556616306305
18682,87.42043375968933,74.62834060192108,94.88890528678894,85.0097930431366,93.51583957672119,93.0780279636383,89.50537383556366,129.7010600566864,67.42506980895996,250.04273414611816,60.297861099243164,124.03671741485596,64.02139484882355,87.3042619228363,65.02075910568237,69.04764533042908,78.60274136066437,28.08556616306305
18656,254.7926139831543,308.83474349975586,237.05474853515625,332.6713562011719,235.46161651611328,346.65225982666016,225.5241584777832,449.33319091796875,312.32805252075195,733.1432342529297,328.44470977783203,447.1168518066406,342.3822021484375,334.5902633666992,334.9966049194336,293.0794334411621,265.6363868713379,195.18075942993164
53422,655.22265625,550.9948120117188,718.2704264322916,631.2316284179688,718.022216796875,683.8770141601562,744.9182942708334,978.8330688476562,445.2943929036458,1793.4058837890625,405.2899576822917,958.6455688476562,376.7691243489583,689.9240112304688,370.1111653645833,649.4669189453125,511.0262044270833,145.10047912597656
