id,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8
70775,354.8126525878906,480.7948811848958,349.9510498046875,554.4554850260416,1061.05322265625,678.0892333984375,1301.7596435546875,651.218017578125,1563.4786376953125,643.3689778645834,1563.2591552734375,416.0777994791667,1302.9779052734375,419.4051106770833,1064.29248046875,413.8046875
70664,243.71203422546387,411.72379302978516,241.59148406982422,457.59210205078125,725.0372314453125,525.5400695800781,854.2652206420898,496.86158752441406,1032.3270263671875,482.4536590576172,1030.0575256347656,376.45074462890625,855.0392074584961,367.90882873535156,723.9495162963867,340.4417037963867
70552,84.42166447639465,204.35538291931152,84.49296951293945,235.90029080708823,378.43456268310547,282.7977816263835,468.41297149658203,271.4418093363444,573.0441570281982,268.43175888061523,572.1319675445557,196.78285916646323,467.6175117492676,183.3264509836833,380.10311126708984,168.51784388224286
70104,447.9001998901367,443.0206934611003,447.2724914550781,499.91464614868164,998.2856750488281,551.3394673665365,1169.7295188903809,547.7547963460287,1372.1131324768066,565.0056203206381,1376.7704010009766,352.37147013346356,1169.799518585205,358.40689341227215,994.9469566345215,348.29308191935223
70098,255.578875541687,415.82959493001306,254.56717014312744,485.9184265136719,928.646183013916,549.8577117919922,1130.2726745605469,521.5870221455892,1379.7576904296875,515.0655110677084,1376.1344909667969,345.6646283467611,1131.6765785217285,341.748046875,929.3769836425781,318.37806701660156
70096,169.7493553161621,387.52336502075195,169.2238688468933,448.3202934265137,771.4407444000244,528.873348236084,987.391185760498,512.3991012573242,1188.1319999694824,513.4887059529623,1198.0033874511719,331.33840560913086,992.299747467041,322.1963882446289,769.849157333374,301.76769892374676
69637,362.0944571495056,1473.5717837015786,361.3773703575134,1660.2418899536133,2313.7923622131348,1878.183873494466,2866.4319610595703,1804.661153157552,3545.5233192443848,1732.7441914876301,3542.3658561706543,1226.0963376363118,2857.9689979553223,1200.8699417114258,2300.6494903564453,1154.6456146240234
69574,433.333044052124,1569.0887196858723,432.87001848220825,1745.9074783325195,2231.0781860351562,1961.828130086263,2884.671802520752,1892.3026148478189,3580.7607460021973,1841.8104807535806,3577.5331115722656,1402.987003326416,2883.384418487549,1352.6001675923665,2229.1508293151855,1258.1609280904133
69522,155.46405792236328,430.21860758463544,154.27157402038574,480.97254435221356,635.053825378418,559.7293090820312,787.9733276367188,544.3740336100261,969.0618896484375,546.2745157877605,971.1209106445312,406.3750457763672,790.1834106445312,397.0971934000651,637.0608139038086,374.550526936849
69519,673.2233991622925,1375.9093551635742,669.6072750091553,1534.5685272216797,2328.128345489502,1813.123420715332,2861.443302154541,1764.5247116088867,3465.408794403076,1770.0860137939453,3473.1958351135254,1206.508415222168,2845.823558807373,1213.1183395385742,2329.0733070373535,1180.5786895751953
69357,249.82090759277344,510.4579264322917,249.2814483642578,597.8723958333334,1034.9796142578125,692.815185546875,1250.0150146484375,667.832275390625,1536.0775146484375,670.6844889322916,1530.3375244140625,407.6871337890625,1246.6854248046875,415.5503743489583,1030.982421875,398.7562662760417
69356,243.14422607421875,475.5423177083333,238.541259765625,558.2032470703125,1005.795654296875,687.0537109375,1217.12841796875,653.9105224609375,1489.7974853515625,643.3326416015625,1489.7716064453125,497.9137369791667,1216.3712158203125,463.9454345703125,1002.2034301757812,414.6178792317708
