id,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
70775,1024.7220458984375,351.4331461588542,837.240234375,365.3667399088542,630.3515625,377.1209309895833,605.5344848632812,401.2478434244792,354.8126525878906,480.7948811848958,349.9510498046875,554.4554850260416,587.004150390625,669.806640625,612.8699951171875,695.17529296875,824.20947265625,711.6420084635416,1013.2177124023438,721.55810546875,1061.05322265625,678.0892333984375,1301.7596435546875,651.218017578125,1563.4786376953125,643.3689778645834,1563.2591552734375,416.0777994791667,1302.9779052734375,419.4051106770833,1064.29248046875,413.8046875
70664,638.591926574707,221.31058502197266,519.6790008544922,273.6851806640625,404.29632568359375,326.5597229003906,388.52473068237305,346.1176071166992,243.71203422546387,411.72379302978516,241.59148406982422,457.59210205078125,388.7039794921875,529.7096099853516,404.0530128479004,548.1908111572266,522.7774200439453,595.1814422607422,647.6072387695312,640.9064025878906,725.0372314453125,525.5400695800781,854.2652206420898,496.86158752441406,1032.3270263671875,482.4536590576172,1030.0575256347656,376.45074462890625,855.0392074584961,367.90882873535156,723.9495162963867,340.4417037963867
70552,377.8198003768921,142.76822408040366,282.60719776153564,143.60597928365073,188.6794090270996,149.82028007507324,177.97774076461792,160.5201244354248,84.42166447639465,204.35538291931152,84.49296951293945,235.90029080708823,182.06738233566284,277.02770233154297,192.79955625534058,287.8562609354655,283.86993408203125,295.7946141560873,375.9986639022827,302.5681813557943,378.43456268310547,282.7977816263835,468.41297149658203,271.4418093363444,573.0441570281982,268.43175888061523,572.1319675445557,196.78285916646323,467.6175117492676,183.3264509836833,380.10311126708984,168.51784388224286
70104,938.4030342102051,239.55963452657065,808.6472511291504,286.11008326212567,652.1913051605225,344.0059026082357,630.7432174682617,365.78718821207684,447.9001998901367,443.0206934611003,447.2724914550781,499.91464614868164,636.4032745361328,567.5483067830404,657.240104675293,587.1498107910156,818.1044578552246,625.6839116414388,960.7056617736816,639.8157119750977,998.2856750488281,551.3394673665365,1169.7295188903809,547.7547963460287,1372.1131324768066,565.0056203206381,1376.7704010009766,352.37147013346356,1169.799518585205,358.40689341227215,994.9469566345215,348.29308191935223
70098,883.2758903503418,259.4842116038005,707.7201843261719,264.3135229746501,516.8044090270996,300.7721265157064,492.1482563018799,324.5656967163086,255.578875541687,415.82959493001306,254.56717014312744,485.9184265136719,497.7108955383301,568.4192021687826,521.0985660552979,590.3008778889974,709.7578048706055,619.0762837727865,878.5258293151855,610.9617233276367,928.646183013916,549.8577117919922,1130.2726745605469,521.5870221455892,1379.7576904296875,515.0655110677084,1376.1344909667969,345.6646283467611,1131.6765785217285,341.748046875,929.3769836425781,318.37806701660156
70096,741.710090637207,254.85607782999676,571.4809894561768,241.79131189982098,393.7405824661255,280.58074315389,372.8874444961548,303.03538640340173,169.7493553161621,387.52336502075195,169.2238688468933,448.3202934265137,376.0143518447876,530.0443013509115,397.48966693878174,551.4368057250977,570.7299709320068,589.1411463419597,740.435791015625,576.6352971394857,771.4407444000244,528.873348236084,987.391185760498,512.3991012573242,1188.1319999694824,513.4887059529623,1198.0033874511719,331.33840560913086,992.299747467041,322.1963882446289,769.849157333374,301.76769892374676
69637,2170.8203315734863,792.9592609405518,1654.2112445831299,942.9734293619791,1121.9570446014404,1130.8997599283853,1055.7475185394287,1201.9762357076008,362.0944571495056,1473.5717837015786,361.3773703575134,1660.2418899536133,1069.8499774932861,1937.781753540039,1138.142204284668,2007.0599746704102,1670.5567073822021,2135.701840718587,2198.3832931518555,2276.1144765218096,2313.7923622131348,1878.183873494466,2866.4319610595703,1804.661153157552,3545.5233192443848,1732.7441914876301,3542.3658561706543,1226.0963376363118,2857.9689979553223,1200.8699417114258,2300.6494903564453,1154.6456146240234
69574,2101.806182861328,920.7672945658366,1665.4071712493896,1155.0313504536946,1127.2523784637451,1272.9156748453775,1067.4901866912842,1327.084986368815,433.333044052124,1569.0887196858723,432.87001848220825,1745.9074783325195,1098.6565589904785,1950.722541809082,1163.0372905731201,1999.812240600586,1699.8737049102783,2088.7805938720703,2158.3903312683105,2293.5177993774414,2231.0781860351562,1961.828130086263,2884.671802520752,1892.3026148478189,3580.7607460021973,1841.8104807535806,3577.5331115722656,1402.987003326416,2883.384418487549,1352.6001675923665,2229.1508293151855,1258.1609280904133
69522,615.3491592407227,316.85490926106775,488.26812744140625,335.00447591145837,347.5286865234375,356.0507456461589,330.70194244384766,371.5001169840495,155.46405792236328,430.21860758463544,154.27157402038574,480.97254435221356,325.7002639770508,550.4740905761719,342.24082946777344,566.7241414388021,482.95726776123047,590.0422668457031,601.802864074707,617.239481608073,635.053825378418,559.7293090820312,787.9733276367188,544.3740336100261,969.0618896484375,546.2745157877605,971.1209106445312,406.3750457763672,790.1834106445312,397.0971934000651,637.0608139038086,374.550526936849
69519,2125.789295196533,978.2510147094727,1713.9348220825195,1050.1364250183105,1252.2711181640625,1121.1977577209473,1199.2848987579346,1176.913158416748,673.2233991622925,1375.9093551635742,669.6072750091553,1534.5685272216797,1206.500925064087,1774.3796768188477,1256.6511783599854,1825.128662109375,1717.4924869537354,1911.6971054077148,2118.304344177246,2010.3175735473633,2328.128345489502,1813.123420715332,2861.443302154541,1764.5247116088867,3465.408794403076,1770.0860137939453,3473.1958351135254,1206.508415222168,2845.823558807373,1213.1183395385742,2329.0733070373535,1180.5786895751953
69357,955.9174194335938,322.6043294270833,749.649658203125,330.480224609375,524.9323120117188,379.4444173177083,496.3740539550781,415.0531005859375,249.82090759277344,510.4579264322917,249.2814483642578,597.8723958333334,503.7142028808594,693.6494954427084,537.1848754882812,728.299560546875,791.710693359375,755.708251953125,806.0537109375,632.9182535807291,1034.9796142578125,692.815185546875,1250.0150146484375,667.832275390625,1536.0775146484375,670.6844889322916,1530.3375244140625,407.6871337890625,1246.6854248046875,415.5503743489583,1030.982421875,398.7562662760417
69356,840.183349609375,462.7240804036458,760.5145874023438,325.12591552734375,522.7774658203125,373.6982421875,493.3828430175781,404.3306884765625,243.14422607421875,475.5423177083333,238.541259765625,558.2032470703125,469.6751708984375,669.6111246744791,496.4895935058594,704.8715006510416,728.5717163085938,755.7223307291666,936.6024780273438,762.8658040364584,1005.795654296875,687.0537109375,1217.12841796875,653.9105224609375,1489.7974853515625,643.3326416015625,1489.7716064453125,497.9137369791667,1216.3712158203125,463.9454345703125,1002.2034301757812,414.6178792317708
69214,754.508228302002,208.56615543365479,572.5867795944214,196.44165515899658,370.1874589920044,221.02113246917725,347.01130628585815,244.2026138305664,116.30397319793701,321.76557540893555,118.1283688545227,386.7065906524658,348.98234367370605,478.9009380340576,371.79086208343506,499.44311141967773,572.5501298904419,517.2277450561523,753.8061332702637,508.8853454589844,806.8833160400391,457.52074241638184,993.3917713165283,432.1274185180664,1192.5993061065674,414.8555660247803,1182.4553203582764,268.1447410583496,990.9331512451172,257.9564952850342,805.0024223327637,240.2596378326416
69213,712.7921533584595,162.3517084121704,528.4722518920898,162.13979244232178,332.3954129219055,193.93149375915527,309.6765446662903,217.61213779449463,78.92666637897491,306.1007022857666,82.20052778720856,371.18353843688965,307.62364625930786,451.9686698913574,329.1528797149658,473.7828540802002,530.4082489013672,510.61511993408203,710.551929473877,506.59589767456055,766.3193035125732,432.4269676208496,939.9927234649658,404.19788360595703,1129.892692565918,388.50571632385254,1136.3532543182373,244.21995162963867,941.6957759857178,236.09863758087158,765.9718608856201,215.7541036605835
56192,1075.742431640625,269.3758544921875,924.8132934570312,309.79046630859375,765.9854125976562,338.525146484375,745.0018920898438,359.0144449869792,561.456787109375,424.7398681640625,559.5248413085938,477.00439453125,738.7676391601562,568.7424723307291,759.05517578125,588.7181396484375,916.7477416992188,624.6311848958334,1053.68212890625,674.6594645182291,1110.05712890625,597.7273763020834,1299.264892578125,599.177490234375,1524.33984375,618.3636881510416,1535.82275390625,387.4296468098958,1303.7664794921875,380.0318603515625,1111.685546875,359.9482828776042
55645,751.800537109375,334.4184239705404,622.5252628326416,336.7939631144206,480.99474906921387,354.2550404866537,461.885404586792,372.64769872029626,296.0866928100586,448.093318939209,295.8926200866699,497.12441762288415,462.2842311859131,563.1052017211914,481.4857006072998,580.6241353352865,618.1417942047119,587.7442677815756,748.3459949493408,587.1522903442383,788.43994140625,546.5293884277344,932.1005821228027,532.3730150858562,1103.3074378967285,525.6784121195476,1101.7603874206543,375.9791692097982,932.9048156738281,375.29125213623047,787.1929168701172,365.16930262247723
55176,901.4567699432373,216.54342079162598,768.7517423629761,231.55173587799072,640.5609941482544,260.8466520309448,623.9770545959473,278.72765350341797,479.758584022522,327.2718868255615,477.25769805908203,377.97442054748535,619.005729675293,454.4407958984375,634.8922090530396,472.6499538421631,767.1194229125977,506.881046295166,894.0651512145996,525.9408073425293,940.8080177307129,469.12014389038086,1098.4407291412354,464.01500129699707,1284.8418731689453,456.6045112609863,1284.6929454803467,294.08066177368164,1100.6986713409424,286.4809398651123,941.0939083099365,273.73998641967773
