id,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
31047,157.24432810383547,512.8648358554121,115.76081140323865,411.940226342298,100.0762318450769,298.8799385324256,108.0295709390623,281.5088530303192,116.77654131793304,138.74546396168125,152.62374671339444,124.94433421180759,254.92424127415063,225.4356703289529,272.34170292165356,233.29388028443168,333.72860582717294,328.6238464910373,369.6339094840169,427.66561741659655,279.07227210291734,301.1882181104475,268.86639020088353,267.7820213753947,347.970826224991,487.99689984964516,377.4072913321915,588.3965204369018,402.9208704756164,695.5853910762786,318.3944578349546,731.7565563452945,262.73306357882683,634.7490838654362,215.202067766048,543.4441021390747,140.87334335532705,347.6657060952438,129.45451356655272,325.25290597895895
3270,323.36810229378625,764.9965286731784,242.59988911091725,696.8775485611593,192.50929542406078,546.8767949202395,194.16164252309983,526.2843251284357,185.6243330617673,334.1783846432611,238.5749326794264,310.83259900299146,372.9270041560217,438.6306868695974,389.43481901680195,449.6025019915547,463.58496284827817,573.2808361300794,485.35095706193505,657.8134612227705,391.5489939745188,510.11026362726875,404.39459241249995,547.7651161845574,472.1466945734295,671.090329854211,562.0832604254635,894.4645338481398,609.1351676578499,1068.2619391613014,534.3248481438023,1099.3385596403834,425.75847037156376,955.8400249600768,308.0083028830059,749.3864311449627,262.43238737350765,613.9744518293053,242.31967303451404,582.4879139741522
37300,149.74846831589414,638.7334027136994,146.00928831839602,505.2012120870579,151.60311865517156,364.75094753687563,167.92297349863833,342.7594347302979,206.93451322071493,161.95495126640714,260.63582194478647,150.1463340521188,366.2511163443111,303.913336051296,389.03160412447585,318.0192533097857,446.32956546524576,446.8684657696996,494.072024881439,576.8779917847443,377.94967021282366,407.2803945025315,370.1603009566626,362.8281990559084,433.89627649733956,665.6556435056608,439.1670808044257,809.1307561531538,467.7728310923258,1014.5566058948103,330.1421546175495,1033.100155142721,290.3121696427822,836.0786476332198,245.8719829551801,702.354955214129,191.74871591266594,433.1233053959204,182.8209477975047,400.7048022025672
4505,266.8079125055708,774.5483233139538,289.78732372973445,613.5719785838319,316.9395168747935,441.56179598620895,336.3214207130182,417.8683683957084,415.25123771341936,227.90390125741237,483.85558394265894,222.66048550820926,581.0042966206429,416.8243529668051,601.9561177686915,440.24957991553754,644.0146365731782,607.2759974886695,685.1309214687731,750.8605166386579,584.644788820556,504.51610431515354,593.4243068690697,564.629356868327,600.6260184942269,761.9922572335099,593.4963743791152,1007.3817148926213,589.3995156921667,1198.5167683500536,379.4242384068375,1200.9780822979633,389.48016998150626,1016.5295434503065,381.60017811237947,778.4512792661116,347.87337829232416,577.8985283117578,347.21223805287246,510.01904560894593
22389,315.07516155335,1018.0055381465428,312.8232002207129,815.7514158965432,307.42931376626154,608.8668831570556,322.6350964885958,580.521211409947,404.4129891382064,348.7480988581002,484.7277799220749,338.7558496443727,624.7331501459257,540.94061985762,646.8595606306903,567.4712110296246,684.3187568671032,771.7327807431855,705.8628521471137,966.2894055393928,616.8823025805073,642.5015631051322,615.7635395715149,698.8507114343284,648.3831185846404,963.6208642441613,643.2809342292228,1243.0169954301496,645.4968161683207,1472.5078806779354,449.7456131094941,1500.0548639007716,423.50566350343746,1265.9555547697314,381.41414490190175,991.2335488725297,372.4759345331318,728.9580243863404,356.9241929248359,674.651855814436
42682,1160.0247490903992,2326.6985131994734,943.1263393436575,1837.3278631509638,786.2225538868026,1302.127574075548,825.25047202186,1207.9670977219835,722.6394160972208,483.13404709140013,898.3170068988916,395.70839988036755,1447.910501181378,912.9665706506835,1535.9198566677242,940.918335536282,1850.1008743519274,1406.8591637888185,2107.6632940371924,1880.2309013337315,1575.5072608827813,1282.1441226436418,1510.5395825376502,1122.4599605533056,2008.1098549064714,2171.8492029319873,2189.3503624096916,2721.29341943783,2457.576944278414,3351.8263023241757,2067.2731013161965,3535.1893886431494,1717.7367513615866,2931.323782840576,1416.097231767688,2437.175933881855,1010.3570039572953,1525.0410553988522,934.993216371,1416.9222642959262
9934,139.18583920879436,643.3760849782884,230.6527277344705,516.0374680801633,307.88405738276566,356.67794346937995,342.8110986986919,333.7822514823228,487.25327961121434,133.89472929048873,546.6505892931954,149.05895279365882,576.5427698975764,388.8638854077774,595.0325037549994,421.1118638404022,590.3907479417026,596.7362877621732,604.8319912722919,757.007056415925,556.1118289333808,456.4311533731151,540.406286175669,496.5017533204717,482.6599221726836,703.1509759581556,414.4097330084496,943.0978688747301,364.96196414437503,1179.7822237480636,176.37576314197403,1139.5524972533326,241.97870716608546,906.5814796236052,287.29055195331557,659.7115501607692,330.18413203716625,452.6851337266031,333.03608239974864,407.0784539852252
18114,292.1396970415169,611.3169713361798,332.9946326282483,467.7137893674292,397.1887376537442,325.07324156476415,416.83043496617637,308.33779431662,527.9399997428396,163.0591907989574,581.3772606913127,178.15472901261512,616.1340078001447,358.1861834816851,628.1132139821855,381.8486147679889,642.8602876455279,527.578031075033,625.0567443684342,676.8619551303846,591.7931920308549,428.8926638188187,575.9199828073814,467.832899565471,537.7953854543155,654.1108841630636,485.62562469368345,876.5857237152118,440.77821420175025,1040.8096548490075,258.1406446831814,1000.8876456840209,294.00818013490596,829.1188791194918,351.8162957351127,606.2095426265035,406.3724533599735,425.14026839380836,409.3742882823924,383.19702046727247
26986,384.0170331159613,746.944541302199,370.03409403673334,605.8828770916112,366.4215895395322,447.3415078135057,379.61394873391976,425.9402664015115,394.35786014118986,234.58449901642507,443.1396618985958,219.84344579376068,559.9034170464889,371.92344638533694,584.3342594526885,387.1049399092536,662.9143717371657,527.8502544798661,710.4904353703424,665.2829674920544,592.980013502834,483.2795463822255,579.8635194850292,442.3846577657263,653.7565658593269,709.1815375490587,670.6747875280134,882.4639063553568,712.741520548977,1085.9972346886702,551.5478336965516,1117.4217268446598,509.87802190753615,917.4517033534928,449.96293815412264,753.7616924052265,407.7329590381569,523.445420099148,397.8267036782929,488.36653267530806
9382,310.60888461601996,762.8653639317648,311.027789900979,608.5167197389399,326.5876346562138,451.5146751996965,343.4982346594811,430.6357141082077,440.00862156863104,253.27388403785528,504.2928467702016,258.1782455558703,574.9806691846661,446.1860150743504,587.6132486311758,469.1343119314143,588.4327007936546,637.9858708575229,567.5022432299702,789.0386820904927,548.8379723206558,510.00887273986956,538.5214735510757,544.9738636351567,532.9118900689564,741.541319018066,502.62661336534876,969.9258976269987,497.0131782635123,1138.1306782058457,313.12052505558614,1127.0998809125688,323.72648719791346,967.8460143407578,346.04082193199196,734.3748974497272,364.3171133077552,537.7646565483815,358.92289285391723,499.4846190304521
4837,189.5842555887642,661.3996890371678,264.6319999398019,525.4762496638316,338.66915741643686,385.6767882959097,361.01259394851326,370.32574005959384,517.8023179635719,233.78468932224092,570.8861975536589,254.52487909901726,569.8167634007431,443.4146840340573,576.9564387339734,468.1003389191216,536.7855072231771,627.554418497466,503.00726458604265,767.5081454704343,532.4946122917689,495.9723323295392,512.8035506018598,524.9633022063211,465.66041861985263,724.2393639617187,347.24674663846184,953.1473896770487,275.5384398123679,1103.0679280963463,139.3319116415193,1059.8194554845354,187.8495635024162,894.4652784716352,268.70862236694273,653.2783123770839,348.801738463253,469.66855341667906,354.6085416945539,432.5257531750958
4848,1100.9614830137634,1586.3251119773547,979.6698403936562,1652.9532247507368,929.946254113233,1431.5519069068466,969.530398469581,1377.21986481677,986.3871711921795,1085.5629110069976,1091.5303369343214,1059.5671464927623,1264.4859839743765,1299.258523901547,1321.4316915556417,1323.4229862442353,1421.1762136073949,1550.3839538655607,1279.9861972208555,1546.3210871072256,1280.5583678258502,1394.9326311139555,1294.6060810675567,1458.7180457918003,1426.149052853916,1811.7450494961693,1507.653286965788,2283.536584472762,1587.4433464301592,2648.4239181463468,1411.9836439730173,2698.62903427502,1274.9302397229708,2346.1226795109224,1106.0518814242464,1908.0097147244574,1025.6866225933006,1522.6259481798984,1009.0002124369344,1465.3199077383442
63528,479.1297637048932,458.290062840677,420.2859654155217,560.4166274108812,464.86564952081915,346.07170543632185,504.5943504207164,331.05049123857475,605.3282412438697,124.38395426850627,673.2669117519781,136.25000464779544,717.6776325117866,380.8237956214585,743.0217270476844,411.4121678345899,721.7382404062178,625.6808255477084,655.7655121994435,600.5004560347504,687.5069930432904,513.7999233495332,698.8986370094285,457.0912586226901,654.5981407656107,790.5998438310572,601.2916510502156,965.9380652350042,573.2763858355873,1185.6427355856597,349.44437126373055,1130.3050209637913,383.49987294597827,917.5852355284042,399.9100151064773,738.8966772812505,484.5876951958841,450.77378092672205,485.0639820298008,407.33159639434956
13338,364.69180940842904,1089.0490874050072,275.8363528865702,887.260659221688,215.5483554211254,661.2119898073953,221.62709846045652,627.3908988815422,239.48865318351807,362.54482719544103,321.2224213850855,333.34839016473074,494.0483787607759,531.0818941979912,520.4289688015538,553.2842309959967,612.0165121706084,742.5162958970029,701.6365097229688,934.1268327809328,504.0923803196255,617.9020238847927,511.4889035347834,669.5915813307665,645.4698712425865,911.4873505700388,730.5491823637059,1222.3296711524783,806.5122264598127,1470.4073591703632,642.9234273115453,1529.9055323605899,551.9663782738829,1299.124365173328,394.5173127080866,1020.8460858316652,312.42327413053965,750.1010808873477,281.18931263615036,705.9910964227236
37412,197.74258102888734,648.5285233799505,189.3772381763531,535.3964070298207,203.88299923285268,404.89354036617897,218.88797536783298,385.7329209280012,254.9674623822789,225.22477168505816,304.3702350038131,217.67342178811276,378.26689027488453,361.4803603887129,398.3719002996799,375.7823913467842,447.22857895670865,501.68987039372433,469.4966038995746,612.3789125660729,401.66735827393575,458.03724081820496,394.70625597642083,425.4714453603647,441.06538433859447,679.8619532447262,448.8333628753577,798.1413431611322,454.46285269340143,925.2759972912984,310.5498555722869,947.5990101615243,283.86415466019776,828.4312199917234,247.66504597934215,713.5037501938444,225.47572694995148,489.1964203531718,220.24260705729102,452.57976226120394
16074,233.98581318627254,764.6306865708001,183.52357026042293,640.0038386974452,174.30016220686213,491.8842076332456,181.43516072788546,467.78100435600925,178.66787635166295,293.54627960997857,250.9340744189019,255.3509485467427,400.3223231472492,377.92486699251765,424.2600986877141,392.3890199516091,512.4272326242659,531.0383309375693,556.5809100829118,675.5586103718204,407.9020541944177,457.1609435333671,412.45525503832795,494.66530898632465,486.3056138608579,650.4621402797015,579.5310701115275,879.3719440435482,667.3866314860253,1039.0276931637168,462.31236876269224,1138.7068726313773,402.1244618601481,946.3275409158048,297.66845289559257,728.3806778592813,248.5686222613233,563.7624794499889,227.6502829293422,532.3185497136426
